BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
7.527502,0.545455,65.75,0,65.75,0,4000,187.936242,132.19075
1262.88817,1,313.02,210.5,102.52,1381.613303,1500,1960.519301,922.418051
1850.509525,1,0,0,0,218.731138,2000,498.436823,401.48809
3019.820556,1,1158.28,0,1158.28,538.243002,7500,804.815422,980.711635
1382.240511,1,113.03,0,113.03,3688.794183,3000,2780.931453,463.144483
6.338717,0.090909,171,171,0,0,4000,495.808559,88.232737
3676.070324,1,2255.1,1216.81,1038.29,106.449005,3500,2055.087209,3606.228152
451.076499,0.818182,32.25,0,32.25,0,1800,0,
5858.94756,1,896.18,896.18,0,4222.003137,7000,3948.663657,1493.652513
35.578362,0.909091,464.51,133,331.51,0,3000,452.522327,147.243614
153.162696,1,1198.2,0,1198.2,0,7000,1108.354624,184.163134
3140.698358,1,1961.78,1107.29,854.49,0,6000,5361.346807,742.308918
2239.937878,1,90,90,0,966.33053,3500,518.134344,484.797517
510.233775,1,436.74,436.74,0,0,3500,484.285337,239.690542
683.971012,0.909091,294,145,149,281.669381,3500,1578.37444,174.83612
703.053063,1,335.99,0,335.99,956.578904,7500,2300.799763,202.991548
3508.560867,1,0,0,0,2251.744713,9000,4508.112909,935.839831
8115.039014,1,383.42,0,383.42,0,11000,1982.542865,1821.785907
4294.953211,1,0,0,0,7700.897042,7000,3129.359671,1138.592178
256.433357,1,206.35,0,206.35,0,1000,689.933057,1879.817257
297.985886,1,116.18,7.78,108.4,0,1000,1178.583629,206.812783
1386.020611,1,0,0,0,2168.900998,6000,1736.121099,450.598141
5311.877259,1,299.94,0,299.94,6351.312685,6000,7105.878792,3204.78292
417.878821,1,364,364,0,0,5000,1039.551142,211.317636
94.241684,0.666667,1019.34,0,1019.34,0,5000,1014.359244,122.108687
0.48805,0.9,121,0,121,0,13000,239.482389,18.219526
293.029263,0.818182,3094.97,185,2909.97,0,14500,2543.550697,124.465257
857.843162,1,0,0,0,2132.754414,7500,980.396237,272.696099
4688.103434,1,0,0,0,357.129377,5000,981.149809,2216.590039
1373.174839,1,215,0,215,0,8500,598.012696,319.996667
2730.843802,1,2900,2900,0,0,2900,0,
661.423035,0.636364,1109.53,630.01,479.52,952.743339,7500,3137.508664,137.306097
749.127741,1,80.3,80.3,0,490.432946,1950,214.230371,2359.005614
2391.843543,1,3279.57,777.63,2501.94,0,5000,1226.566229,547.949563
677.188172,0.909091,3777.59,3777.59,0,329.214459,4000,5499.745992,261.247523
26.787185,0.272727,114,114,0,0,1200,333.794157,124.494411
20.962217,1,290.36,0,290.36,0,10000,255.56413,178.83986
952.51575,1,129.95,129.95,0,0,1500,1791.01792,500.848096
6090.522273,1,22.16,22.16,0,0,9000,568.7811,30528.4324
0,0,12.65,0,12.65,0,5000,0,
987.584177,1,0,0,0,185.647722,1200,448.68922,251.520629
51.422178,0.636364,0,0,0,1504.179802,5500,1444.167453,70.384975
2136.082193,1,0,0,0,2956.073884,6500,1943.803344,560.757332
3551.355769,1,1283.65,729.65,554,883.345734,5500,2244.998109,921.910684
1306.436456,1,0,0,0,309.560735,1500,349.408692,427.330636
710.199118,1,3442.08,2718.42,723.66,0,7000,3082.037592,231.798854
2847.608209,1,1399.05,383.05,1016,0,7500,1094.003828,888.841589
1596.02939,1,466.18,175.6,290.58,38.321808,1500,463.861161,1739.237096
4461.155061,1,190,190,0,454.804237,5000,1240.620735,1818.377046
2861.137399,1,0,0,0,265.06559,3000,752.365473,786.946437
1180.758966,1,1274.54,396.24,878.3,0,4500,1351.787519,285.440312
4613.570499,1,0,0,0,1728.341939,6000,922.218961,1460.63522
126.121035,0.454545,590,590,0,0,2500,1471.72027,156.326043
7638.382236,1,0,0,0,1405.776254,15500,2284.390267,1970.352152
1931.821799,1,120,120,0,0,2100,476.682076,751.902022
5538.646971,1,460.57,460.57,0,2661.970456,9500,1253.713151,2103.456999
1818.441161,1,904.3,0,904.3,0,1700,1251.158216,1750.367637
4550.717687,1,2094.99,1357,737.99,2392.186586,7600,3172.264416,1091.281356
741.294747,1,7096.36,4287.78,2808.58,0,7500,6642.324858,211.053637
802.618739,1,2860.32,2435.82,424.5,0,4500,2024.536409,232.97847
645.299519,1,1310.84,690,620.84,76.361029,2500,1402.76066,158.916575
42.366061,0.818182,463.32,0,463.32,0,6500,499.856766,179.524229
2127.069602,1,743.38,743.38,0,0,2100,1047.607919,4500.377613
34.207779,0.090909,2483.26,2483.26,0,0,10000,29272.48607,
76.059828,1,927.1,927.1,0,0,1500,906.712652,163.265372
25.659372,0.181818,951.1,951.1,0,0,6000,865.208858,108.418045
269.309231,1,280.25,0,280.25,0,2500,176.415802,184.470935
230.823876,1,1842.33,0,1842.33,0,3000,1651.128297,174.020429
6.903243,0.727273,145.01,0,145.01,0,3000,162.930205,66.97684
537.002861,1,2275.97,2275.97,0,203.752607,3000,1575.697754,179.584038
3222.221884,1,356.4,356.4,0,1709.973124,3500,835.314447,1171.515143
7370.257624,1,0,0,0,1194.995991,7500,2278.457657,2202.491764
20.889413,0.636364,244.2,0,244.2,0,4000,541.817138,72.261438
74.568421,0.454545,600,200,400,0,6000,1307.801313,143.732476
1.059103,0.181818,25.5,25.5,0,0,5500,563.748018,83.648417
1109.366186,1,348.78,348.78,0,46.656862,1200,438.733395,590.202893
1114.122532,1,348.47,224.31,124.16,99.20189,1200,631.49296,668.171959
348.965773,1,1019.4,444.4,575,0,1000,214.987376,176.525876
949.259857,1,0,0,0,59.80774,1000,169.264551,247.985446
6306.501319,1,205.03,0,205.03,270.445198,14000,1646.635328,1705.819755
1393.527992,0.818182,0,0,0,1829.287087,9000,638.403004,783.207678
364.140613,1,1462.38,1462.38,0,0,2500,1858.4353,218.825218
72.706076,0.272727,508.56,508.56,0,0,7000,2197.473031,217.322796
1688.521097,0.909091,0,0,0,2863.918199,3000,3572.27487,411.099829
229.913693,1,2406.77,1955.67,451.1,0,10000,2239.201417,194.72626
123.791796,0.727273,1202.5,0,1202.5,0,2500,1623.347254,194.037041
1786.707643,1,0,0,0,1835.162486,3000,1612.796944,419.392234
971.681565,1,133.31,0,133.31,148.475392,1000,496.155153,716.223809
3959.912911,1,0,0,0,158.159923,4000,701.794235,1641.805004
1771.028068,0.909091,360,360,0,1836.07301,5000,4681.869188,427.286126
543.350448,0.545455,0,0,0,3493.29196,6000,7158.478105,612.399286
189.969435,1,2071.55,2001.55,70,47.875577,9000,1679.943402,191.234533
214.610294,1,496,0,496,0,2500,739.051121,187.9353
4.620029,1,59.67,0,59.67,0,3000,60.665896,67.379671
32.779456,1,212.58,160.48,52.1,279.524631,1500,338.58363,115.81103
2191.369256,1,1197.2,869.06,328.14,0,4500,1643.269684,603.954203
6.824905,0.090909,0,0,0,1150.890874,1200,0,
23.150437,0.090909,0,0,0,3947.583198,4000,0,
1893.611922,1,22746.81,15795.42,6951.39,0,18000,22558.28457,505.125031
230.936733,0.5,0,0,0,1364.395327,3000,4024.820049,149.909419
42.585012,1,534.26,256,278.26,2395.944665,7000,3391.718043,65.67327
1060.385693,1,5327.61,5327.61,0,3467.977927,6000,8412.649548,247.085679
867.728471,1,41.07,0,41.07,0,3000,1409.282903,233.788637
8884.816576,1,1233.58,1233.58,0,13674.24402,13000,5574.916601,4576.531483
77.273142,0.818182,963.61,0,963.61,0,3500,1218.480845,162.680718
915.981419,0.909091,2037.24,1587.24,450,0,3500,411.176707,296.885026
177.355165,0.909091,1179.3,997.3,182,0,7500,815.01939,175.485133
653.004882,0.818182,2035.29,1259.58,775.71,0,9500,7590.280949,319.680283
3322.31489,1,676,601,75,0,10000,867.587298,753.39587
49.022296,1,480.27,0,480.27,0,2500,636.766732,179.232469
5022.775729,1,2117.05,1947.05,170,0,7000,1588.794697,1082.482851
2.451938,0.090909,37.75,0,37.75,0,4000,426.039083,117.833863
39.977967,0.3,432.05,432.05,0,0,10000,1282.534281,55.522218
247.063258,1,1448.74,0,1448.74,0,5000,1313.816616,183.31064
1327.775159,1,534.93,0,534.93,114.667852,1500,578.744266,400.735862
2372.842569,1,218,218,0,0,6500,529.808323,526.403412
2705.149599,1,328.61,247.95,80.66,6790.012504,7000,4724.801558,789.357067
92.782518,0.2,921.82,921.82,0,0,1200,4644.142145,68.262356
4.398104,0.181818,76,76,0,0,1500,307.868817,109.152917
9387.614011,1,0,0,0,7968.273359,12000,2202.134525,2584.589917
156.536773,1,1903.66,1788.08,115.58,0,9000,2093.551911,169.81431
233.393741,1,2346.94,1829.5,517.44,0,4500,2029.208283,155.235425
3597.728209,1,1043,0,1043,836.723952,6000,1222.771295,913.580145
2.549291,0.181818,322.98,322.98,0,0,9500,1210.429773,5.458904
5630.793848,1,2743.66,2743.66,0,2638.893572,10500,1251.781578,1371.137719
1592.168416,1,0,0,0,15084.00852,4500,11382.3658,472.703236
599.044829,1,6528.65,4859.87,1668.78,0,12000,5779.079513,176.295409
5.801666,0.272727,88.97,33,55.97,0,2720,620.204737,140.098388
31.876386,0.909091,311.05,311.05,0,0,6000,320.176291,117.973282
41.620283,1,689.4,689.4,0,0,10000,718.15858,191.837369
408.732898,0.272727,0,0,0,4799.003911,5000,19666.29097,678.362107
5.260527,0.272727,263.16,0,263.16,0,6000,385.107859,43.89699
238.184435,0.75,2068.15,0,2068.15,0,4000,2143.223171,117.977018
3437.033859,1,1858.7,1858.7,0,3569.688273,9000,6062.441603,1092.303319
341.467517,1,3446.96,2831.62,615.34,0,10500,3273.239834,187.681228
2500.029691,1,1103.5,1103.5,0,804.71643,8500,617.471865,648.228886
1.019189,0.090909,87.02,0,87.02,0,15500,0,
6477.2996,1,0,0,0,2436.195048,11500,2480.091913,1572.040565
1037.653522,1,584.4,0,584.4,0,1200,572.911937,519.80399
1134.726574,1,0,0,0,19.555003,1200,78.603131,7639.575747
1564.180333,1,942.22,773.6,168.62,397.71148,2200,2852.584209,759.107707
55.58459,0.818182,395.05,150.05,245,0,5500,531.9538,81.364934
61.109731,1,438.8,0,438.8,0,1500,367.594796,147.921516
5.340221,0.454545,35.97,35.97,0,0,2000,83.093843,97.069542
2593.115716,1,0,0,0,3553.203852,6000,2420.926404,763.877119
12.40875,0.3,85.5,85.5,0,0,1500,414.010478,72.47544
1548.224072,1,696.63,696.63,0,0,1800,588.329981,918.350562
1547.154381,1,0,0,0,39.346045,1700,438.446345,738.273311
527.965041,1,2808.2,1332.96,1475.24,0,7000,2823.313675,175.39498
998.231433,1,1622.23,872.26,749.97,0,2500,987.085976,203.838712
5220.637076,1,2911.02,1647.3,1263.72,1992.386858,6000,2044.047768,1313.547582
395.81907,0.888889,37,0,37,0,2500,243.495592,159.29742
1739.666192,1,0,0,0,2878.737758,4500,5130.543752,531.071616
1382.168038,1,0,0,0,190.767997,1500,598.968477,404.950458
11.047149,0.545455,180.5,0,180.5,0,4000,269.952974,173.696638
1121.833202,1,2940,750,2190,0,3500,1279.460209,365.872805
1222.083116,1,1492.21,722.91,769.3,0,7000,1409.156293,287.150626
3850.206279,1,2434.5,2372.1,62.4,6742.419844,9000,6120.323572,1803.215713
51.640786,0.727273,434.72,99,335.72,0,4500,998.961098,153.216454
621.386746,0.571429,178.83,178.83,0,913.392266,1200,96.011391,128.725608
1096.949604,1,227.55,227.55,0,0,2500,397.836763,352.17313
75.039332,0.272727,588.05,588.05,0,0,9000,707.386471,18.113017
939.102758,0.363636,0,0,0,3470.939551,4000,501.827788,855.39844
2321.846501,1,2675,2675,0,2357.962605,2500,5458.081568,3043.715928
4010.621974,1,40040.71,24543.52,15497.19,0,18000,33994.72785,703.503256
139.511394,1,1247.75,137.84,1109.91,404.441902,5000,2017.650301,185.221234
25.698927,0.909091,244,0,244,197.3778,7000,383.150843,92.417583
1856.590921,1,0,0,0,2622.293367,3000,2356.790318,700.578477
18.776309,0.5,59,59,0,0,1200,127.623057,55.553231
2596.455261,1,0,0,0,1689.711942,3000,714.50351,818.65483
6619.14864,1,35.92,0,35.92,0,13500,2071.643344,1797.588069
317.657562,1,4398.35,4398.35,0,0,16500,4028.380624,179.19571
6912.431438,1,1483.9,1483.9,0,4848.111338,14500,2701.466431,1690.030475
12.00682,1,126,0,126,0,3000,171.837196,105.323736
173.940108,0.5,958.5,958.5,0,404.991463,16000,3213.848412,76.806928
661.199437,0.545455,150,150,0,1344.227865,2500,290.372365,340.787739
12.659909,0.272727,5252.04,2501,2751.04,0,7350,4086.011768,29.259869
2425.836071,1,3502.99,2968.85,534.14,0,7000,3871.983102,587.744916
27.263365,1,231,0,231,0,5000,174.589426,151.412643
208.19101,1,2395.88,1516.09,879.79,0,5000,2131.759516,177.898546
12.654903,0.4,120,0,120,0,4500,291.598507,74.698385
1727.333496,1,560.75,168.65,392.1,0,2500,509.825296,599.949312
1727.295159,1,719.76,626.53,93.23,0,1800,724.437944,732.309926
801.110294,1,4276.89,1734.5,2542.39,0,7500,4750.947157,195.583027
144.129221,0.727273,949.59,272,677.59,0,4000,999.711434,121.912794
1497.129794,1,2571.48,1867.92,703.56,0,2500,3177.11973,851.600335
1770.072581,1,0,0,0,781.616559,2500,1390.781416,845.927334
43.124063,0.727273,491.43,491.43,0,0,2100,714.720575,129.562455
200.971458,1,569.68,291.7,277.98,0,4000,311.300085,128.751781
3.574463,0.818182,576,0,576,0,1000,498.788091,
5086.333429,1,548.89,548.89,0,7298.31132,8500,7327.589749,1146.630327
1469.212816,1,220.69,64.09,156.6,0,2000,416.172003,481.887743
80.054576,0.454545,315,315,0,0,300,1054.977467,190.131556
249.140601,1,655.94,223,432.94,0,10500,907.604425,200.878822
505.313231,1,4471.79,2875.13,1596.66,298.025242,14500,4393.043928,188.516174
396.419487,1,4349.34,4349.34,0,0,5000,4381.453625,163.370313
5858.617133,1,2761.41,2484.65,276.76,0,11000,1919.207449,1365.627377
1790.707374,0.727273,1368,1368,0,2126.381193,3500,672.614794,979.683199
2006.218006,1,4572.63,3484.5,1088.13,0,6500,1670.202477,1842.365907
4609.210475,1,335,335,0,0,6000,6344.618447,1785.222397
123.089579,1,1150.78,1127.78,23,0,14500,1035.0287,179.685335
3950.9879,1,699.44,699.44,0,444.077396,4000,994.405792,1817.698864
2628.511837,1,273,273,0,342.874785,7500,4613.45321,1148.353805
31.473181,0.272727,220.5,220.5,0,0,3750,1199.475254,89.231655
421.475963,1,2218.26,0,2218.26,0,4500,2031.739917,4522.22913
5561.206188,1,1120.29,965.09,155.2,0,6000,2013.621078,2741.09648
2138.185971,1,45.65,45.65,0,0,2500,728.892219,755.461023
275.956562,0.363636,1943.1,1644.79,298.31,0,1800,5018.330901,268.760421
2894.348509,1,657.71,310.7,347.01,3384.772636,3500,3166.765636,1006.614717
15.173238,0.666667,316.91,316.91,0,0,11000,348.334373,71.08943
541.240795,1,5999.95,4104.58,1895.37,0,16000,6850.328106,200.169985
1426.870236,1,0,0,0,98.687898,1500,324.97095,642.629679
373.243163,0.909091,3603.23,3603.23,0,0,6000,4752.699763,170.242711
3892.352781,1,6068.82,5368.71,700.11,1806.05694,7500,4417.82569,1764.680048
1172.344218,1,454.21,0,454.21,0,1000,447.202927,8791.735512
1786.846869,1,0,0,0,9177.926262,6000,4203.245105,335.657631
272.7004,1,3298.55,2520.55,778,0,16000,3629.836534,194.460262
68.845891,0.363636,853.44,603.84,249.6,0,11500,789.202649,138.72196
120.964472,1,0,0,0,916.399522,1200,997.765267,113.248946
2415.412234,1,3313.65,1938.44,1375.21,843.735376,8500,858.81107,582.753042
50.435246,0.636364,553.73,553.73,0,0,13000,371.23017,118.538181
1094.221693,1,35,35,0,18.804195,1200,348.094372,493.967774
2249.731727,1,2598.54,1941.08,657.46,0,9000,1152.945008,593.311661
3007.093879,1,0,0,0,2374.346946,3500,878.602529,734.58611
3143.23132,1,255.08,129.52,125.56,0,5500,734.825068,841.525188
1392.814234,1,845.51,773.17,72.34,0,1700,622.228025,451.616978
7994.33168,1,224.51,0,224.51,694.278513,13000,1885.941844,1860.347671
3661.051976,1,764,515.45,248.55,1203.317833,9000,872.241096,985.784518
910.682404,1,0,0,0,1435.307385,1500,1687.978206,288.284812
779.500096,1,689.4,689.4,0,0,7000,1663.032141,269.813501
245.199649,1,2241.84,2241.84,0,0,6000,2033.297863,161.507699
1279.305202,1,2071.7,2071.7,0,2684.141722,2500,2792.076889,658.688782
57.862875,0.272727,579,0,579,0,5000,2124.54787,129.84145
1200.435451,1,886.56,661.56,225,0,1200,1118.707982,989.542477
1152.710352,1,1392,1062,330,0,9500,1147.368802,245.51294
2767.251585,1,0,0,0,993.847669,6000,790.443616,613.432586
3013.581545,1,0,0,0,218.091392,3000,729.037137,1307.25605
363.344239,0.818182,665.86,234.98,430.88,0,4000,1734.889908,232.164739
4657.477375,1,237.52,237.52,0,1271.94319,4500,1613.851352,3807.251196
341.456099,1,2091.44,1242.9,848.54,0,3000,2252.250986,179.459441
7656.390367,1,0,0,0,2678.769331,8000,2020.91393,3248.046319
5729.703345,1,265,265,0,3543.64492,14000,11707.95352,1162.329835
0,0,300,0,300,0,2500,0,
6733.58763,1,280,0,280,3048.091637,11000,1713.576478,1609.511846
4359.126852,1,0,0,0,647.542041,4500,972.402021,1340.320342
18.898762,0.363636,212.5,0,212.5,0,1000,275.063898,59.26757
325.47428,1,3030.4,1358.32,1672.08,92.358043,3000,3117.11898,179.10451
162.905422,0.727273,1600,0,1600,0,6000,2733.152899,156.243291
80.363442,0.909091,2370.44,47.5,2322.94,0,1500,2373.35922,141.350236
5924.719712,1,246.56,246.56,0,6603.192752,12000,2294.481074,1717.459323
5161.854898,1,4542.33,4051.67,490.66,0,7500,3376.37909,1171.273248
319.388468,1,1674.9,689.23,985.67,0,7500,1907.796411,194.793488
61.976914,0.818182,401.63,401.63,0,0,6000,806.587482,130.017867
5608.513514,1,0,0,0,4362.927953,11000,1648.391392,1222.355238
661.135323,1,568.81,141.69,427.12,618.55338,1700,239.759567,208.2926
130.977369,1,527,415,112,0,7500,493.086038,169.34887
831.404268,0.727273,0,0,0,5579.552147,3500,8450.958983,243.343542
2153.498372,1,5428.77,3064.59,2364.18,2399.569867,12500,4059.3757,496.075078
7886.875682,1,968.26,734.32,233.94,3528.821853,9500,2016.609163,2885.44844
148.826903,0.727273,3386.58,3386.58,0,47.494639,16500,4474.571671,138.674322
15.730229,1,163.24,55,108.24,0,1200,179.844127,129.984859
177.268927,0.636364,429.88,429.88,0,0,7000,1590.946442,133.273654
20.933565,0.363636,295.32,0,295.32,0,3000,315.301272,57.711988
920.872172,0.888889,296.64,130,166.64,944.088231,1200,119.369967,535.455159
4240.449485,1,2798.36,2798.36,0,48.46298,4500,539.231042,931.531127
4427.994044,1,1039.49,876.49,163,621.991582,11500,1110.44826,1028.109548
187.2126,1,1807.08,967.08,840,0,10000,1681.194004,175.755159
9680.188434,1,0,0,0,2034.051299,12000,2428.847512,3502.851217
1186.928037,1,2178,1546.5,631.5,0,7000,2565.252377,300.082054
85.053515,1,1244.7,1018.98,225.72,1073.640822,16000,2326.997535,174.061253
2054.372848,1,833.28,0,833.28,0,4000,1020.782939,1329.038006
60.835983,0.454545,1151.45,0,1151.45,0,4000,1499.855842,39.385916
1438.46998,1,0,0,0,88.409075,1500,298.435921,366.90327
5745.78949,1,0,0,0,965.726556,13500,1684.800793,1779.683281
746.693629,1,615.2,0,615.2,0,1000,1693.123192,815.025567
4183.877488,1,353.75,0,353.75,4137.147297,9000,8713.847904,1677.290468
1140.787563,1,2796.54,2096.49,700.05,0,4500,2139.874585,260.662747
281.469522,1,2500.03,2170.26,329.77,0,12000,2463.043567,199.936768
73.507271,1,890.45,890.45,0,0,8500,999.607298,171.602356
2297.696272,1,2764,2590,174,284.17727,6000,651.887762,800.040356
1064.037564,0.9,55.52,0,55.52,0,4000,2427.690302,717.747014
2792.534256,1,9661.37,9661.37,0,0,8500,6000.763458,682.274622
606.246031,0.909091,3876,2380,1496,914.843621,6500,1745.666361,171.044243
65.253182,0.363636,1027.41,1027.41,0,0,6000,1558.234063,165.821848
73.532797,0.363636,1185.3,661.3,524,215.945221,2500,1558.325533,58.665765
23.956905,0.636364,186.05,186.05,0,0,16500,410.798862,209.045742
4098.215967,1,0,0,0,1665.296793,7500,922.08551,1313.849047
1916.470203,1,380,0,380,0,8500,577.247923,439.337182
21.639571,1,191.7,0,191.7,0,7000,3692.246322,100.894512
841.398158,1,860.2,264.35,595.85,0,15500,1198.790549,194.362209
3857.747562,1,777.92,391.45,386.47,274.019905,6500,5845.78102,1151.418293
1920.231187,1,167.08,167.08,0,132.902662,2300,625.532634,472.309554
304.664917,1,2601.67,2508.57,93.1,0,4000,2875.007088,150.184354
1.753241,0.571429,0,0,0,390.92983,3000,704.789521,46.396619
1.599053,0.272727,188,188,0,149.167024,3000,356.465959,19.329034
7422.444145,1,148.29,148.29,0,9313.095186,9000,2299.218749,2988.430055
198.31397,0.909091,487.61,487.61,0,0,3000,90.1719,198.000106
2712.176691,1,0,0,0,1835.81077,3000,659.76111,1053.773309
14.434808,1,237.48,0,237.48,0,2500,216.922698,169.95303
1376.24407,1,0,0,0,501.208665,1500,685.228947,339.660618
164.684836,1,622.9,622.9,0,464.882608,3000,825.929531,171.750543
2837.112414,1,0,0,0,99.965503,8000,660.781751,803.189729
931.047119,1,494,444,50,0,4000,415.139393,354.783499
438.753147,1,1252.1,1057.1,195,0,6500,867.534492,172.363941
364.398745,1,1087.66,561.06,526.6,0,3000,763.738703,189.953723
2135.365916,1,0,0,0,1884.671403,3000,565.655851,659.678948
27.164388,1,554.35,464.63,89.72,0,3000,446.722613,145.306865
468.693449,1,4930.68,4012,918.68,0,12000,4552.742211,217.937998
1080.956258,1,386.78,386.78,0,2208.470306,2600,3078.374295,402.102876
2849.47477,1,574.92,0,574.92,0,2500,3909.150905,5092.7993
584.287125,0.818182,0,0,0,918.151142,1000,1029.191073,277.371035
3304.829014,1,2577.7,2577.7,0,0,5000,1411.392046,770.484199
39.665224,1,265.92,0,265.92,0,2000,295.676965,136.234257
83.279708,0.545455,899.73,899.73,0,0,8000,1846.833247,136.934288
227.636073,1,3050.64,1070.12,1980.52,0,8000,2597.767395,168.621828
928.666372,1,0,0,0,1148.992175,1000,1374.841601,392.678144
57.764354,0.545455,454.2,0,454.2,0,10500,712.993271,164.374194
116.626679,1,533.99,178.8,355.19,0,4000,606.890738,169.514793
8787.333948,1,0,0,0,7446.549595,12000,1919.111579,3017.638941
4007.32326,1,3333.95,1317.01,2016.94,513.286838,6000,6967.667428,2158.446633
972.665818,1,10549.19,9180.41,1368.78,0,9000,10114.18854,209.881639
697.525591,1,462.38,45.65,416.73,345.3272,1000,134.938594,376.703445
4279.153917,1,1006.17,1006.17,0,0,7500,836.921157,920.73478
920.922411,1,1227.93,459.55,768.38,0,8500,2219.82375,224.328091
3308.148118,1,3767.75,160,3607.75,2567.221138,3000,3396.558042,4540.641433
19.945714,0.272727,170,170,0,0,6500,734.613034,166.057617
868.98325,0.818182,1104.65,1104.65,0,1180.074937,1800,1962.562543,579.554418
0.001214,0.181818,0,0,0,39.610415,7500,231.081616,0.117036
311.357,0.818182,2283.07,2283.07,0,0,9000,2395.548466,178.054329
21.986298,0.454545,568.78,208.78,360,0,3800,1448.573986,83.666499
1245.890862,1,5380.3,3976.99,1403.31,0,4500,6133.623121,442.215058
867.444685,1,8751.49,6206.99,2544.5,0,4000,8622.953253,209.975643
8625.355309,1,1945.95,0,1945.95,8004.403258,12000,3732.923009,3577.000998
31.973194,0.545455,94.53,94.53,0,0,2100,114.614967,140.169606
112.973151,1,0,0,0,152.483846,6000,552.938783,207.920808
1337.162883,1,4544.48,2384.44,2160.04,0,7500,3394.95009,380.300298
1738.553751,1,0,0,0,90.195376,1800,440.33622,581.499966
449.556041,0.454545,143,143,0,1135.028534,5000,4723.998143,351.230553
1227.548135,1,322,0,322,0,1000,133.36143,9285.151136
48.213487,1,403.1,403.1,0,0,7000,341.196389,158.741704
58.949864,1,2074.57,998.17,1076.4,0,6000,1694.490864,138.951551
1367.479599,0.818182,12375,0,12375,0,16500,15246.11594,295.779348
2920.392514,1,2673.73,1221.6,1452.13,5573.509394,15000,3319.325665,649.154698
6462.461789,1,479.98,479.98,0,6700.497558,10500,2373.476104,1834.125873
1887.119184,1,2450.73,1450.73,1000,0,4200,1534.31902,612.83515
67.32184,1,685.15,567.65,117.5,0,9000,526.120039,169.900038
912.857498,1,831.03,93,738.03,0,5500,95.682798,195.497298
961.391452,1,3783.25,2991.45,791.8,0,11000,1906.997697,226.703216
1455.84622,1,592.82,450.49,142.33,433.604875,1500,1226.999404,546.45889
44.687434,0.454545,679,620,59,0,3750,717.927436,80.817599
7103.925375,1,220.74,0,220.74,5315.271763,10500,2070.710343,2923.119896
2337.713483,1,773.7,773.7,0,0,9500,1004.760912,578.179464
619.375758,1,6133.45,5932.61,200.84,0,7000,5505.517545,182.916276
1168.007346,1,539,39,500,0,8500,946.105536,255.864629
556.359504,1,1111.12,0,1111.12,0,2500,1248.404553,171.42994
8151.985277,1,25615.07,25122.77,492.3,0,17000,17575.20083,2465.465414
1.198223,0.909091,317.02,149.97,167.05,0,6000,304.637365,28.51825
2492.985289,1,74.5,0,74.5,751.596843,2500,1577.510657,997.74591
11431.78621,1,0,0,0,8641.998958,14500,3967.893848,4392.097756
4116.869029,1,0,0,0,5884.641102,10500,7310.396611,1401.251858
1117.368286,1,972.38,0,972.38,0,1900,667.050505,538.835764
5705.19862,0.909091,942.68,942.68,0,2432.714654,9000,10909.20512,2007.753774
916.63778,1,4627.8,2742.39,1885.41,0,16500,6083.511913,289.474616
63.685705,1,690.84,0,690.84,0,2500,676.624615,171.700116
965.605202,1,215,215,0,0,1000,398.080493,718.175953
173.658581,1,1210,0,1210,0,1000,977.652258,113.492537
4.382924,0.272727,130.24,0,152.24,0,14000,28988.97388,1092.184812
1708.478796,1,1406.14,993,413.14,0,6500,449.234708,571.97134
222.321892,0.909091,2417.54,1709.14,708.4,0,8500,2222.490788,162.999636
465.033038,1,247.36,247.36,0,5291.769326,8500,506.365178,188.551517
6138.163709,1,0,0,0,7193.574138,11500,1337.056317,1654.077219
668.102701,1,4943.92,2300.09,2643.83,0,7000,4869.034025,199.727571
4146.527042,1,178,178,0,764.579554,8500,911.108606,1571.782709
1687.08958,1,5094.17,4568.17,526,0,8000,3606.985963,460.572295
1995.089853,1,8335.69,7400.85,934.84,0,7000,3348.095046,1298.363292
1818.447016,0.909091,413,333,80,1819.479671,2000,757.096312,1588.275968
33.225168,0.909091,655.15,595.42,59.73,109.490343,500,736.122329,99.005409
1060.736973,0.636364,0,0,0,2495.298926,3000,3812.753505,414.430882
129.613905,0.636364,1083.04,1083.04,0,0,5500,1958.462851,87.443335
262.106758,1,2625.84,2625.84,0,0,4500,2489.949174,167.452035
27.694103,0.444444,474.96,0,474.96,0,7500,611.396021,81.113509
294.381106,1,828,0,828,0,1000,542.108571,203.364386
1895.786893,1,2131.31,510.65,1620.66,0,5500,1095.198415,563.713408
2550.528085,1,0,0,0,3155.857852,3000,674.847656,616.794193
2475.660894,0.909091,440,440,0,0,10500,511.059528,492.803429
1499.19943,1,3245.23,2870.33,374.9,0,8000,2961.631164,373.675969
3181.996689,0.909091,2046.06,1605.62,440.44,565.897178,10400,9801.637331,1254.849545
39.761286,0.454545,2858.26,1027.72,1830.54,0,7500,3327.955123,71.20589
22.794308,0.636364,12,12,0,0,1600,119.909635,85.190203
2118.52034,1,0,0,0,4675.289021,4000,1420.257435,503.523911
2629.928623,1,2830.88,2019.76,811.12,95.275458,4500,4889.053647,1141.960634
1057.585071,1,1008.3,1008.3,0,0,1200,1083.253347,416.746641
